timestamp,red,ir,label,notes
1764262099.8853755,51260,102521,normal,"Kisi oturuyor, dinlenik halde"
1764262099.8904526,51252,102504,normal,"Kisi oturuyor, dinlenik halde"
1764262099.8955574,51270,102541,normal,"Kisi oturuyor, dinlenik halde"
1764262099.900648,51248,102497,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9057426,51244,102488,normal,"Kisi oturuyor, dinlenik halde"
1764262099.910828,51232,102465,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9159217,51233,102467,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9210606,51242,102484,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9261496,51236,102473,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9312422,51195,102390,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9363809,51196,102392,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9414718,51200,102400,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9466398,51170,102341,normal,"Kisi oturuyor, dinlenik halde"
1764262099.951729,51145,102291,normal,"Kisi oturuyor, dinlenik halde"
1764262099.956818,51148,102296,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9619005,51106,102213,normal,"Kisi oturuyor, dinlenik halde"
1764262099.966991,51085,102171,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9720843,51073,102147,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9771748,51041,102083,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9822636,51027,102054,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9873712,51001,102003,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9924586,50962,101925,normal,"Kisi oturuyor, dinlenik halde"
1764262099.9976296,50937,101875,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0027156,50889,101779,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0077913,50867,101734,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0128825,50850,101700,normal,"Kisi oturuyor, dinlenik halde"
1764262100.017972,50788,101577,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0230622,50769,101539,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0283606,50725,101450,normal,"Kisi oturuyor, dinlenik halde"
1764262100.03345,50689,101379,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0385382,50638,101276,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0436304,50597,101194,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0487158,50569,101138,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0538082,50519,101039,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0589023,50470,100941,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0639913,50436,100872,normal,"Kisi oturuyor, dinlenik halde"
1764262100.069107,50380,100761,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0742233,50352,100704,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0793176,50287,100574,normal,"Kisi oturuyor, dinlenik halde"
1764262100.08441,50252,100504,normal,"Kisi oturuyor, dinlenik halde"
1764262100.0894945,50224,100448,normal,"Kisi oturuyor, dinlenik halde"
1764262100.094589,50158,100316,normal,"Kisi oturuyor, dinlenik halde"
1764262100.099677,50117,100235,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1047595,50060,100120,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1098616,50001,100003,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1173773,49972,99945,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1224947,49905,99811,normal,"Kisi oturuyor, dinlenik halde"
1764262100.127608,49871,99742,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1327465,49834,99668,normal,"Kisi oturuyor, dinlenik halde"
1764262100.138408,49791,99582,normal,"Kisi oturuyor, dinlenik halde"
1764262100.144587,49729,99459,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1508918,49686,99372,normal,"Kisi oturuyor, dinlenik halde"
1764262100.156357,49641,99283,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1614435,49620,99241,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1673574,49550,99100,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1725454,49516,99033,normal,"Kisi oturuyor, dinlenik halde"
1764262100.17767,49478,98957,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1829376,49417,98834,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1917741,49390,98780,normal,"Kisi oturuyor, dinlenik halde"
1764262100.1970034,49332,98664,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2021558,49305,98611,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2072732,49263,98526,normal,"Kisi oturuyor, dinlenik halde"
1764262100.212385,49234,98469,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2176387,49205,98411,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2234435,49154,98308,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2291956,49128,98256,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2343082,49091,98183,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2394674,49066,98133,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2454376,49014,98028,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2505374,48989,97978,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2556703,48960,97921,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2613623,48949,97899,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2665517,48912,97825,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2716634,48902,97804,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2767897,48861,97722,normal,"Kisi oturuyor, dinlenik halde"
1764262100.28188,48859,97718,normal,"Kisi oturuyor, dinlenik halde"
1764262100.289172,48839,97678,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2942736,48816,97633,normal,"Kisi oturuyor, dinlenik halde"
1764262100.2995427,48814,97629,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3046613,48780,97561,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3097775,48789,97579,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3148725,48777,97554,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3200054,48752,97505,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3251326,48745,97491,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3302598,48759,97519,normal,"Kisi oturuyor, dinlenik halde"
1764262100.335372,48742,97485,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3404536,48738,97476,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3455234,48747,97494,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3506036,48768,97537,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3556738,48753,97506,normal,"Kisi oturuyor, dinlenik halde"
1764262100.360765,48753,97506,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3660412,48761,97522,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3711498,48773,97546,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3762357,48796,97592,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3813176,48806,97613,normal,"Kisi oturuyor, dinlenik halde"
1764262100.38642,48798,97596,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3915043,48865,97730,normal,"Kisi oturuyor, dinlenik halde"
1764262100.3965893,48856,97712,normal,"Kisi oturuyor, dinlenik halde"
1764262100.401677,48864,97728,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4067538,48909,97819,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4118218,48915,97830,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4168875,48951,97902,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4219546,48965,97931,normal,"Kisi oturuyor, dinlenik halde"
1764262100.427056,48989,97978,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4321353,49013,98027,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4372013,49051,98102,normal,"Kisi oturuyor, dinlenik halde"
1764262100.442263,49090,98181,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4473407,49122,98244,normal,"Kisi oturuyor, dinlenik halde"
1764262100.452409,49140,98281,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4574776,49198,98397,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4625425,49223,98447,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4676063,49260,98521,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4726696,49288,98577,normal,"Kisi oturuyor, dinlenik halde"
1764262100.477733,49337,98674,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4828033,49386,98772,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4878945,49439,98878,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4929657,49480,98960,normal,"Kisi oturuyor, dinlenik halde"
1764262100.4980326,49521,99042,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5031211,49556,99112,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5081897,49585,99171,normal,"Kisi oturuyor, dinlenik halde"
1764262100.513255,49647,99294,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5183356,49693,99387,normal,"Kisi oturuyor, dinlenik halde"
1764262100.523403,49719,99439,normal,"Kisi oturuyor, dinlenik halde"
1764262100.528467,49764,99529,normal,"Kisi oturuyor, dinlenik halde"
1764262100.533533,49814,99628,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5386176,49863,99726,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5436876,49918,99837,normal,"Kisi oturuyor, dinlenik halde"
1764262100.548751,49966,99932,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5538151,50030,100060,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5588787,50050,100101,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5639424,50096,100192,normal,"Kisi oturuyor, dinlenik halde"
1764262100.569005,50160,100321,normal,"Kisi oturuyor, dinlenik halde"
1764262100.574068,50197,100394,normal,"Kisi oturuyor, dinlenik halde"
1764262100.579131,50251,100503,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5841982,50281,100563,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5893643,50337,100675,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5944352,50381,100763,normal,"Kisi oturuyor, dinlenik halde"
1764262100.5995014,50402,100804,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6046083,50474,100949,normal,"Kisi oturuyor, dinlenik halde"
1764262100.609698,50503,101007,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6147683,50557,101115,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6198425,50597,101195,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6249108,50652,101304,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6300135,50690,101380,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6350873,50717,101435,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6401515,50753,101507,normal,"Kisi oturuyor, dinlenik halde"
1764262100.645216,50817,101635,normal,"Kisi oturuyor, dinlenik halde"
1764262100.65028,50831,101663,normal,"Kisi oturuyor, dinlenik halde"
1764262100.655346,50860,101721,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6604116,50895,101790,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6654763,50944,101889,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6705399,50971,101942,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6756032,50983,101967,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6806664,51019,102039,normal,"Kisi oturuyor, dinlenik halde"
1764262100.68573,51042,102085,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6907938,51067,102135,normal,"Kisi oturuyor, dinlenik halde"
1764262100.6958568,51101,102202,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7009203,51101,102203,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7059848,51130,102260,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7110488,51150,102301,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7161124,51153,102307,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7211897,51181,102362,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7262578,51201,102403,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7313223,51208,102417,normal,"Kisi oturuyor, dinlenik halde"
1764262100.736386,51234,102468,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7414498,51237,102474,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7465124,51252,102505,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7515764,51241,102482,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7566404,51243,102486,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7617135,51250,102501,normal,"Kisi oturuyor, dinlenik halde"
1764262100.766784,51265,102530,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7718563,51233,102466,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7769215,51244,102489,normal,"Kisi oturuyor, dinlenik halde"
1764262100.781985,51248,102497,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7870533,51228,102457,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7921166,51217,102434,normal,"Kisi oturuyor, dinlenik halde"
1764262100.7971804,51184,102368,normal,"Kisi oturuyor, dinlenik halde"
1764262100.802244,51205,102410,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8073077,51197,102394,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8124475,51152,102304,normal,"Kisi oturuyor, dinlenik halde"
1764262100.817519,51146,102292,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8225834,51145,102290,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8276477,51122,102245,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8327112,51081,102163,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8377748,51056,102112,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8428385,51039,102078,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8479016,51000,102000,normal,"Kisi oturuyor, dinlenik halde"
1764262100.852965,50984,101969,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8580294,50937,101875,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8630948,50916,101833,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8681586,50897,101795,normal,"Kisi oturuyor, dinlenik halde"
1764262100.873222,50872,101744,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8782861,50813,101627,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8833494,50783,101566,normal,"Kisi oturuyor, dinlenik halde"
1764262100.888414,50733,101467,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8934774,50701,101402,normal,"Kisi oturuyor, dinlenik halde"
1764262100.8985403,50658,101316,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9036036,50618,101236,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9086668,50595,101191,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9137306,50527,101054,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9187944,50502,101004,normal,"Kisi oturuyor, dinlenik halde"
1764262100.923859,50468,100936,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9289217,50425,100850,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9339826,50393,100786,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9390438,50334,100669,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9441044,50266,100532,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9491677,50236,100473,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9542308,50177,100354,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9592943,50156,100312,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9643583,50106,100212,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9694223,50038,100076,normal,"Kisi oturuyor, dinlenik halde"
1764262100.974486,50006,100013,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9795496,49954,99908,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9846134,49905,99811,normal,"Kisi oturuyor, dinlenik halde"
1764262100.989677,49855,99710,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9947407,49814,99629,normal,"Kisi oturuyor, dinlenik halde"
1764262100.9998035,49754,99508,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0048678,49712,99424,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0099323,49666,99332,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0149963,49623,99246,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0200593,49588,99177,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0251234,49515,99030,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0301874,49491,98982,normal,"Kisi oturuyor, dinlenik halde"
1764262101.035251,49454,98909,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0403147,49421,98842,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0453784,49383,98766,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0504417,49328,98657,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0555062,49299,98599,normal,"Kisi oturuyor, dinlenik halde"
1764262101.060569,49264,98529,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0656333,49240,98480,normal,"Kisi oturuyor, dinlenik halde"
1764262101.070697,49181,98362,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0757606,49144,98288,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0808244,49109,98219,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0858881,49092,98184,normal,"Kisi oturuyor, dinlenik halde"
1764262101.0909522,49051,98102,normal,"Kisi oturuyor, dinlenik halde"
1764262101.096016,49008,98017,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1010792,48989,97978,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1061428,48954,97909,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1112068,48933,97867,normal,"Kisi oturuyor, dinlenik halde"
1764262101.11627,48920,97840,normal,"Kisi oturuyor, dinlenik halde"
1764262101.121334,48886,97772,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1263976,48885,97770,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1314614,48828,97656,normal,"Kisi oturuyor, dinlenik halde"
1764262101.136524,48817,97635,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1415877,48821,97642,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1466517,48802,97605,normal,"Kisi oturuyor, dinlenik halde"
1764262101.151714,48772,97545,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1567776,48766,97533,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1618412,48766,97533,normal,"Kisi oturuyor, dinlenik halde"
1764262101.166905,48768,97536,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1719685,48742,97484,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1770322,48758,97517,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1820965,48748,97497,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1871603,48747,97494,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1922233,48751,97503,normal,"Kisi oturuyor, dinlenik halde"
1764262101.1973298,48777,97554,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2024226,48753,97506,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2075226,48774,97549,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2126505,48785,97570,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2177544,48774,97548,normal,"Kisi oturuyor, dinlenik halde"
1764262101.222826,48770,97541,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2280176,48799,97598,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2331789,48825,97650,normal,"Kisi oturuyor, dinlenik halde"
1764262101.238279,48850,97700,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2433932,48857,97715,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2486143,48877,97755,normal,"Kisi oturuyor, dinlenik halde"
1764262101.253757,48904,97808,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2594926,48928,97856,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2656593,48938,97876,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2707732,48978,97957,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2759254,49012,98024,normal,"Kisi oturuyor, dinlenik halde"
1764262101.281214,49036,98073,normal,"Kisi oturuyor, dinlenik halde"
1764262101.286308,49079,98159,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2914016,49103,98207,normal,"Kisi oturuyor, dinlenik halde"
1764262101.2965314,49137,98274,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3016229,49157,98315,normal,"Kisi oturuyor, dinlenik halde"
1764262101.308235,49210,98421,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3142605,49232,98464,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3193772,49264,98529,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3244753,49316,98633,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3297005,49333,98667,normal,"Kisi oturuyor, dinlenik halde"
1764262101.33482,49396,98793,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3400543,49430,98861,normal,"Kisi oturuyor, dinlenik halde"
1764262101.345167,49488,98977,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3502944,49535,99070,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3555024,49563,99126,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3605933,49616,99232,normal,"Kisi oturuyor, dinlenik halde"
1764262101.365722,49651,99303,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3708467,49700,99400,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3759398,49743,99486,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3811474,49804,99609,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3862596,49839,99678,normal,"Kisi oturuyor, dinlenik halde"
1764262101.3924685,49881,99762,normal,"Kisi oturuyor, dinlenik halde"
1764262101.397568,49918,99836,normal,"Kisi oturuyor, dinlenik halde"
1764262101.402673,49981,99963,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4077425,50021,100042,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4128094,50081,100162,normal,"Kisi oturuyor, dinlenik halde"
1764262101.417918,50116,100233,normal,"Kisi oturuyor, dinlenik halde"
1764262101.42302,50167,100335,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4281204,50228,100456,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4345648,50251,100502,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4396803,50315,100630,normal,"Kisi oturuyor, dinlenik halde"
1764262101.444772,50353,100707,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4502933,50397,100795,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4553714,50442,100885,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4604354,50491,100982,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4655023,50528,101057,normal,"Kisi oturuyor, dinlenik halde"
1764262101.470565,50584,101169,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4756265,50612,101224,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4806957,50656,101312,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4857695,50694,101388,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4908373,50727,101455,normal,"Kisi oturuyor, dinlenik halde"
1764262101.4959016,50787,101574,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5009663,50797,101595,normal,"Kisi oturuyor, dinlenik halde"
1764262101.506032,50819,101638,normal,"Kisi oturuyor, dinlenik halde"
1764262101.511111,50870,101740,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5161753,50912,101825,normal,"Kisi oturuyor, dinlenik halde"
1764262101.521239,50951,101903,normal,"Kisi oturuyor, dinlenik halde"
1764262101.526307,50964,101929,normal,"Kisi oturuyor, dinlenik halde"
1764262101.531389,50983,101966,normal,"Kisi oturuyor, dinlenik halde"
1764262101.536479,51027,102055,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5415587,51052,102104,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5466406,51097,102195,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5517259,51083,102167,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5568094,51115,102231,normal,"Kisi oturuyor, dinlenik halde"
1764262101.561887,51144,102289,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5693789,51176,102353,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5744543,51199,102399,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5795255,51189,102379,normal,"Kisi oturuyor, dinlenik halde"
1764262101.5845926,51219,102438,normal,"Kisi oturuyor, dinlenik halde"
1764262101.589674,51209,102419,normal,"Kisi oturuyor, dinlenik halde"
